Member Name,Primary Domain,Date,Type,Role,Title
"Muirhead, Norman","Medicine","2011/05/14","* Advisory Board","* Advisor",""
"Muirhead, Norman","Medicine","2011/05/05","Workshop","* Participant","Ontario Renal Network - Local Health Integration Network Annual Planning Day and Workshop"
"Borrie, Michael","Medicine","2012/02/07","Invited Lectures","Invited Lecturer","A Future Centre for Alzheimer Disease and Cognitive Vitality."
"Beaton, Melanie","Medicine","2012/02/24","Abstract Presented","Co-Author","Is biopsy an appropriate gold standard for liver fat measurement?"
"Lewis, James","Medicine","2012/02/06","Invited Lectures","Invited Lecturer","Asthma - Current Control and Future Risk"
"Lewis, James","Medicine","2012/02/10","Invited Lectures","Invited Lecturer","Emerging Therapies for COPD"
"Leasa, David","Medicine","2010/01/25","Invited Lectures","Invited Lecturer","The Fundamentals of Mechanical Ventilation"
"Leasa, David","Medicine","2010/09/15","Invited Lectures","Invited Lecturer","How to Cope with Breathing Difficulties"
"Leasa, David","Medicine","2010/11/09","Invited Lectures","Invited Lecturer","Ventilation Outside the ICU"
"Leasa, David","Medicine","2010/11/09","Invited Lectures","Invited Lecturer","Training Intensivists in Canada: Do We Have It Right?"
"Leasa, David","Medicine","2011/01/29","Invited Lectures","Invited Lecturer","Case Studies in Mechanical Ventilation"
"Leasa, David","Medicine","2011/05/15","Invited Lectures","Invited Lecturer","Building Capacity for Long-Term Mechanical Ventilation"
"Leasa, David","Medicine","2011/06/15","Invited Lectures","Invited Lecturer","Ventilation Outside the ICU"
"Leasa, David","Medicine","2011/04/04","Invited Lectures","Invited Lecturer","Best Practice: Long-Term Mechanical Ventilation"
"Leasa, David","Medicine","2011/01/06","Conference Presentation","Invited Lecturer","Long-Term Mechanical Ventilation Project"
"Leasa, David","Medicine","2011/10/15","Invited Lectures","Invited Lecturer","Analgesia and Sedation in the ICU: 5 Things to Know"
"Millard, Wanda","Medicine","2011/04/24","Conference Presentation","Invited Lecturer","Assessment of emergency department timeliness to remove cervical spine immobilized patients from rigid backboards."
"Kim, Richard","Medicine","2011/03/10","Invited Lectures","Invited Lecturer","Personalized Medicine: Research and Delivery of Patient Care"
"Kim, Richard","Medicine","2011/04/09","Invited Lectures","Keynote Speaker","Genetic Variance and Drugs"
"Kim, Richard","Medicine","2011/04/19","Invited Lectures","Keynote Speaker","Drug Transporters: In Vitro and Knockout Model Systems, Pharmacogenomics, and Clinical Relevance"
"Kim, Richard","Medicine","2011/05/27","Invited Lectures","Invited Lecturer","Warfarin: CYP2C9 and VKORC1"
"Kim, Richard","Medicine","2011/04/20","Invited Lectures","Keynote Speaker","Personalized Cancer Therapy: Drug Transporters, CYP Enzymes and Patient Care"
"Kim, Richard","Medicine","2011/10/27","Invited Lectures","Invited Lecturer","Personalized Medicine and Optimal Therapeutics: Next Steps at LHSC"
"Kim, Richard","Medicine","2011/11/14","Invited Lectures","Invited Lecturer","Drug Transporters: Unexpected Function, Pharmacogenomics, and Clinical Relevance"
"Kim, Richard","Medicine","2011/11/16","Invited Lectures","Invited Lecturer","Drug Metabolism and Personalized Medicine"
"Kim, Richard","Medicine","2012/02/28","Invited Lectures","Invited Lecturer","Personalized Cancer Therapy at LHSC: From Tamoxifen to ADR Prevention During Chemotherapy"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/04/14","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Ontario Hospital Association, Blood Management and Conservation: Enhancing Quality of Care, Patient Safety and Efficiency, Toronto, ON, Canada Lecture: Perioperative Blood Management: No Cell Left Behind"
"Louzada, Martha de Lacerda","Medicine","2012/01/13","Invited Lectures","Invited Lecturer","Cancer Associated Thrombosis"
"Chande, Nilesh","Medicine","2012","Abstract Presented","* Senior responsible author","Wait times for diagnostic colonoscopy among patients with colorectal cancer: a comparison with Canadian Association of Gastroenterology Targets."
"Chande, Nilesh","Medicine","2012","Abstract Presented","Co-Author","Pharmacokinetic profiles for oral and subcutaneous methotrexate in patients with Crohn's disease: a follow-up"
"Chande, Nilesh","Medicine","2012","Abstract Presented","Co-Author","Utility of a dedicated weekend endoscopy clinic in reducing urgent endoscopies and the burden of inpatient care."
"Chande, Nilesh","Medicine","2012","Abstract Presented","* Senior responsible author","Use of internet resources by patients awaiting gastroenterology consultation"
"Chande, Nilesh","Medicine","2012","Abstract Presented","* Senior responsible author","The safety and efficacy of anti-tumor necrosis factor-alpha therapy for inflammatory bowel disease in patients post-liver transplantation: a case series"
"Chande, Nilesh","Medicine","2012","Abstract Presented","* Senior responsible author","Sleep disruption secondary to overnight call shifts is associated with irritable bowel syndrome in residents: a cross-sectional survey"
"Clark, William","Medicine","2011/11/11","Poster Presentation","Presenter","Relationship between outpatient ""AKI"", proteinuria, diagnosis diabetes, and rate of decline in renal function, nine years prior to dialysis initiation."
"Gula, Lorne","Medicine","2010/10/21","Invited Lectures","Invited Lecturer","New Electroanatomic Techniques for Complex Ablation"
"Gula, Lorne","Medicine","2010/11/26","Invited Lectures","Invited Lecturer","Management of Atrial Fibrillation"
"Gula, Lorne","Medicine","2011/01/18","Invited Lectures","Invited Lecturer","Management of Atrial Fibrillation"
"Gula, Lorne","Medicine","2010/12/10","Conference Presentation","Presenter","How to gain transseptal access to the left atrium"
"Gula, Lorne","Medicine","2011/03/21","Invited Lectures","Invited Lecturer","Management of Atrial Fibrillation"
"Gula, Lorne","Medicine","2011/05/05","Conference Presentation","Invited Lecturer","Holter monitoring for atrial fibrillation"
"Gula, Lorne","Medicine","2011/10/16","Invited Lectures","Invited Lecturer","Arrhythmia Case Reviews"
"Gula, Lorne","Medicine","2011/12/01","Invited Lectures","Invited Lecturer","Unsolved dilemmas in cardiology"
"Moist, Louise","Medicine","2012","Visiting Professorship","Visiting Professor","Achieving Appropriate Access Strategies in Ontario"
"Moist, Louise","Medicine","2012","Visiting Professorship","Visiting Professor","Cardiovascular Risk Reduction Strategies in Chronic Kidney Disease"
"Moist, Louise","Medicine","2012","Invited Lectures","Presenter","Access in the Elderly"
"Borrie, Michael","Medicine","2012/02/21","Invited Lectures","Invited Lecturer","Mild Cognitive Impairment, Alzheimer Disease, Diagnosis, Treatment and Research"
"Wells, Jennie","Medicine","2011/06/15","Poster Presentation","","Informing assessment in dementia: Validity of the Cognitive Competency Test. June 15-19, 2011."
"Borrie, Michael","Medicine","2012/03/21","Invited Lectures","Invited Lecturer","Memory Complaints - Why we should always take them seriously, no matter what the cognitive tests tell us."
"Moist, Louise","Medicine","2011","Visiting Professorship","Visiting Professor","Managing the Dysfunctional Catheter"
"Moist, Louise","Medicine","2011","Visiting Professorship","Visiting Professor","Achieving Appropriate Access in Ontario"
"Moist, Louise","Medicine","2012","Invited Lectures","Presenter","ASN Kidney Weekend End Stage Kidney Disease"
"Moist, Louise","Medicine","2012","Invited Lectures","Presenter","ASN Kidney Weekend End Stage Kidney Disease"
"Beaton, Melanie","Medicine","2012/02/25","Abstract Presented","Presenter","Detection and Quantification of Hepatic Steatosis using the Fatty Liver Index: An External Validation Study"
"Sen, Mithu","Medicine","2011/11/23","Invited Lectures","Invited Lecturer","LHSC Resuscitation Strategy: Adult Cardiac Arrest Overview of Key Aspects"
"Rehman, Faisal","Medicine","2012/02/22","* Speaker","* Guest Speaker","Diabetes and the Impact of Impaired Renal Function on Therapeutic Intervention"
"Rehman, Faisal","Medicine","2012/04/04","* Speaker","* Guest Speaker","Diabetes and the Impact of Impaired Renal Function on Therapeutic Intervention"
"Rehman, Faisal","Medicine","2012/04/19","* Speaker","* Guest Speaker","Diabetes and the Impact of Impaired Renal Function on Therapeutic Intervention"
"Rehman, Faisal","Medicine","2012/05/23","Conference Presentation","Invited Lecturer","Microhematuria, Proteinuria and All Things Renal"
"Rehman, Faisal","Medicine","2012/04/26","* Speaker","* Guest Speaker","."
"Rehman, Faisal","Medicine","2011/02/15","Invited Lectures","Invited Lecturer","LMWH as an Alternative to Unfractionated Heparin in Hemodialysis"
"Rehman, Faisal","Medicine","2011/02/22","* Presenter","* Presenter","Approach to Managing patients with Acute Kidney Injury on the CTU's"
"Rehman, Faisal","Medicine","2011/03/26","Invited Lectures","Invited Lecturer","Effects of Healthy Living & Physical Activity on the Metabolic Syndrome"
"Rehman, Faisal","Medicine","2011/08/08","* Speaker","* Guest Speaker","Treatment Inertia"
"Rehman, Faisal","Medicine","2011/04/02","Invited Lectures","Invited Lecturer","Management in Hypertension & Dyslipidemia: Metabolic Syndrome"
"Rehman, Faisal","Medicine","2011/04/13","Invited Lectures","Invited Lecturer","Vitamin 'D': Appropriate Screening and Treatment"
"Rehman, Faisal","Medicine","2011/06/01","Invited Lectures","Invited Lecturer","Anemia in Patients with Chronic Kidney Disease."
"Rehman, Faisal","Medicine","2011/08/24","Invited Lectures","Invited Lecturer","Renal Transplant Study"
"Rehman, Faisal","Medicine","2011/11/02","* Speaker","* Guest Speaker","An Update in Hypertension & Diabetes: Advances in Therapeutic Strategies"
"Rehman, Faisal","Medicine","2007","* Speaker","* Guest Speaker","."
"Diachun, Laura","Medicine","2012/04/19","Conference Presentation","Presenter","Podium presentation: ""Does the Summer Institute in Geriatrics Influence the Career Choice of Future Physician?"""
"Diachun, Laura","Medicine","2012/04/20","Conference Presentation","Presenter","Poster: Exploring Geriatric Teaching on Internal Medicine Teaching Units: Are We Rationing Geriatrics Out of the Curriculum? Diachun L, Goldszmidt M, Charise A, Lingard L."
"Crilly, Richard","Medicine","2012/04/21","Conference Presentation","Co-Author","Care Gap in the Identification and Treatment of Fractures and Osteoporosis in Long-term Care: Baseline Data from the ViDOS Randomized Controlled Trial"
"Rehman, Faisal","Medicine","2011/11/17","* Speaker","* Guest Speaker","."
"Rehman, Faisal","Medicine","2011/11/22","* Speaker","* Guest Speaker","Diabetes & The Impact of Impaired Renal Function on Therapeutic Intervention"
"Rehman, Faisal","Medicine","2011/11/30","* Speaker","* Guest Speaker","Diabetes & The Impact of Impaired Renal Function on Therapeutic Intervention"
"Rehman, Faisal","Medicine","2011/12/14","* Speaker","* Guest Speaker","Acute Kidney Disease & Differential Diagnoses"
"Rehman, Faisal","Medicine","2010/03/23","* Speaker","* Guest Speaker","Diabetic Nephropathy: Novel ways of Blocking the Renin Angiotension Aldosterone System"
"Montero Odasso, Manuel","Medicine","2011/10","Invited Lectures","Invited Lecturer","Falls and memory problems: two faces of the same problem."
"Montero Odasso, Manuel","Medicine","2012/05/03","Abstract Presented","Presenter","Facilitating frailty identification in clinical practice: comparison of two methods among community dwelling older adults"
"Montero Odasso, Manuel","Medicine","2012/05/03","Abstract Presented","Presenter","Gait variability is independently associated with frailty."
"Licskai, Christopher","Medicine","2012/01/18","Conference Presentation","Invited Lecturer","Future Direction of Air Quality Research and the AQHI"
"Licskai, Christopher","Medicine","2012/03/06","Conference Presentation","Invited Lecturer","Western Ontario Case Study: Integrating AQHI into Asthma Action Plans"
"Barra, Lillian","Medicine","2012/03/29","Plenary Presentation","Presenter","Rheumatoid Arthritis patients have Anti-Homocitrullinated Fibrinogen Antibodies"
"Barra, Lillian","Medicine","2011/03/31","Workshop","Invited Lecturer","The Meaning of ACPA"
"Barra, Lillian","Medicine","2011/10/27","Student Presentation","* Secondary Supervisor","The role of Anti-Homocitrullinated Protein Antibodies in Rheumatoid Arthritis"
"Barra, Lillian","Medicine","2011/12/13","Workshop","Invited Lecturer","Vasculitis for Allied Health Professionals"
"Rohekar, Sherry","Medicine","2011/09/08","Invited Lectures","Presenter","Update on GRAPPA - Evening Rounds"
"Rehman, Faisal","Medicine","2011/03/29","* Speaker","* Guest Speaker","Treatment Inertia"
"Rohekar, Sherry","Medicine","2011/10/27","Poster Presentation","Presenter","Assessment Of Work Disability In Inflammatory Arthritis"
"Rohekar, Sherry","Medicine","2012/03/29","Poster Presentation","Presenter","Assessment Of Work Disability In Inflammatory Arthritis"
"Hramiak, Irene","Medicine","2012/03/08","Invited Lectures","Presenter","Medical Grand Rounds ""Beyond Guidelines, How to Use the New Agents in Type 2 Diabets Mellitus"" LHSC, University Hospital, London"
"Skanes, Allan","Medicine","2012/02/26","Conference Presentation","Presenter","Case Presentation #1"
"Skanes, Allan","Medicine","2012/02/26","Conference Presentation","Presenter","Case Presentation #2"
"Skanes, Allan","Medicine","2010/06/24","Invited Lectures","Keynote Speaker","The Changing Paradigms of Managing Atrial Fibrillation"
"Skanes, Allan","Medicine","2010/12/10","Conference Presentation","Presenter","Managing the Atrial Fibrillation Patient"
"Skanes, Allan","Medicine","2010/12/16","Invited Lectures","Invited Lecturer","EP Rounds: A Fib"
"Skanes, Allan","Medicine","2011/04/30","Conference Presentation","Presenter","SHIFT: New Strategies to Help in SPAF Treatment."
"Skanes, Allan","Medicine","2011/04/30","Conference Presentation","Presenter","CCS Afib Guidelines: Stroke risk assessment and antithrombotic therapy"
"Skanes, Allan","Medicine","2011/06/09","Conference Presentation","Presenter","New Canadian Cardiovascular Society Guidelines for Atrial Fibrillation: What's new?"
"Skanes, Allan","Medicine","2011/06/10","Conference Presentation","Presenter","Challenges of Atrial Fibrillation: Case Presentations"
"Skanes, Allan","Medicine","2011/06/23","Invited Lectures","* Moderator",""
"Skanes, Allan","Medicine","2011/09/17","Conference Presentation","Presenter","Comprehensive AF Management-Implementing Guidelines, Improving Outcomes"
"Leong-Sit, Peter","Medicine","2011/09/16","Invited Lectures","Invited Lecturer","VT Ablation-Innovations and Research"
"Skanes, Allan","Medicine","2011/12/09","Conference Presentation","Presenter","Syncope"
"Skanes, Allan","Medicine","2011/12/10","Conference Presentation","Presenter","Atrial Fibrillation Treatment and Stroke Prevention: Current best practices, new treatment options and the latest scientific advances"
"Skanes, Allan","Medicine","2011/11/03","Invited Lectures","Invited Lecturer",""
"Skanes, Allan","Medicine","2011/11/03","Invited Lectures","Invited Lecturer","A Guidelines-Based Approach to Atrial Fibrillation Patient Management: Incorporating Canadian Cardiovascular Society 2010 Guidelines into clinical practice."
